# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/feature_counts/s2_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control1/control1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control2/control2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control3/control3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control4/control4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control5/control5Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control6/control6Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control7/control7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control8/control8Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control9/control9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control1/control1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control2/control2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control3/control3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control4/control4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control5/control5Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control6/control6Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control7/control7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control8/control8Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control9/control9Aligned.sortedByCoord.out.bam
LINC01147	chr14	88018181	88036319	-	18139	0	0	0	0	0	0	0	0	0
HISLA	chr14	88024519	88098025	+	73507	0	0	0	0	0	0	0	0	0
ENSG00000258975	chr14	88132585	88161459	-	28875	0	0	0	0	0	0	0	0	2
ENSG00000259998	chr14	88158240	88160591	-	2352	0	0	0	0	0	0	0	0	0
ENSG00000258538	chr14	88175391	88180198	+	4808	0	0	0	0	0	0	0	0	0
KCNK10	chr14	88180103	88326907	-	146805	37	33	40	47	26	38	54	33	30
SPATA7	chr14	88384924	88470350	+	85427	123	195	165	191	176	174	235	166	227
PTPN21	chr14	88465778	88555007	-	89230	680	602	653	584	611	637	575	650	607
ENSG00000258983	chr14	88499334	88515502	+	16169	0	0	0	0	0	0	0	0	0
RNU4-22P	chr14	88513498	88513663	+	166	0	0	0	0	0	0	0	0	0
ENSG00000258789	chr14	88551597	88552493	+	897	0	9	3	4	10	0	2	5	7
ZC3H14	chr14	88562970	88627596	+	64627	3347	3287	3384	3335	3219	3218	3627	3399	3422
ENSG00000278576	chr14	88589231	88592408	+	3178	0	0	0	0	0	0	0	0	0
EML5	chr14	88612431	88792953	-	180523	59	52	43	52	35	39	60	61	53
ENSG00000274492	chr14	88819608	88822151	-	2544	0	0	0	0	0	0	0	0	0
RNU4-92P	chr14	88820297	88820432	+	136	0	0	0	0	0	0	0	0	0
TTC8	chr14	88824153	88881078	+	56926	336	276	372	326	312	295	352	309	273
ENSG00000283627	chr14	89013386	89025807	+	12422	2	0	0	0	0	0	1	0	3
MPPE1P1	chr14	89110148	89111223	-	1076	0	0	0	0	0	0	0	0	1
FOXN3	chr14	89124871	89619149	-	494279	6074	5839	6221	6142	6181	6008	6656	5889	6170
ENSG00000277801	chr14	89156743	89157574	+	832	1	7	7	1	2	0	2	6	4
CAP2P1	chr14	89290205	89291594	-	1390	0	0	0	0	0	0	0	0	0
ENSG00000258752	chr14	89349377	89366081	+	16705	5	0	0	0	0	0	0	0	0
ENSG00000258699	chr14	89355060	89356571	+	1512	0	0	0	0	0	0	0	0	0
ENSG00000258380	chr14	89399995	89409469	+	9475	0	0	0	0	0	0	0	0	0
ENSG00000259053	chr14	89412312	89954659	-	542348	22	10	19	19	14	19	5	21	13
FOXN3-AS1	chr14	89417354	89419793	+	2440	31	34	39	56	51	39	43	55	34
FOXN3-AS2	chr14	89576216	89577477	+	1262	0	0	0	0	0	0	0	0	0
RN7SKP107	chr14	89621918	89622207	+	290	0	0	0	0	0	0	0	0	0
ENSG00000258792	chr14	89628921	89642671	-	13751	0	0	0	0	0	0	0	0	0
RN7SKP255	chr14	89712511	89712823	+	313	0	0	0	0	0	0	0	0	0
CHORDC2P	chr14	89736965	89738391	-	1427	0	0	0	0	0	0	0	0	0
EFCAB11	chr14	89794669	89954777	-	160109	81	48	53	44	71	53	55	76	60
RAB42P1	chr14	89892128	89892443	+	316	0	0	0	0	0	0	0	0	0
TDP1	chr14	89954939	90044764	+	89826	2017	1958	2193	2115	2116	2110	2277	2021	2134
KCNK13	chr14	90061994	90185853	+	123860	23	21	11	29	18	16	24	20	15
GLRXP2	chr14	90107675	90107995	+	321	0	0	0	0	0	0	0	0	0
PSMC1	chr14	90256527	90275429	+	18903	6006	5219	5689	5592	5861	5726	5728	5535	5546
NRDE2	chr14	90267860	90331969	-	64110	434	373	414	351	411	417	402	423	393
ENSG00000287437	chr14	90291516	90294942	+	3427	0	0	0	0	0	0	0	0	0
RPL21P11	chr14	90366697	90367179	-	483	1	0	3	0	0	2	1	1	0
LINC02960	chr14	90383365	90387973	+	4609	14	23	17	17	22	8	17	22	23
CALM1	chr14	90396502	90408268	+	11767	15411	13848	14715	14109	14953	14633	15414	14274	13834
ENSG00000258424	chr14	90402523	90405235	-	2713	31	38	23	35	15	23	37	41	21
LINC02317	chr14	90452063	90455127	-	3065	0	2	0	0	0	0	2	1	1
LINC00642	chr14	90453571	90490763	+	37193	0	0	0	0	0	0	0	0	0
ENSG00000259789	chr14	90489010	90491637	-	2628	0	0	0	0	0	0	0	0	0
TTC7B	chr14	90524564	90816479	-	291916	607	554	583	559	603	620	662	656	633
ENSG00000258935	chr14	90567495	90569976	+	2482	0	0	0	0	0	0	0	0	0
TTC7B-AS1	chr14	90642638	90648894	+	6257	2	4	2	0	0	1	0	2	0
ENSG00000258437	chr14	90675118	90676294	+	1177	0	0	0	0	0	0	0	0	0
ENSG00000258716	chr14	90697333	90699374	+	2042	0	0	0	0	0	0	0	0	0
ENSG00000287663	chr14	90758599	90760061	+	1463	0	0	3	0	0	0	0	0	0
ENSG00000213315	chr14	90766531	90766989	+	459	0	1	0	0	0	0	0	4	0
LINC02321	chr14	90820064	90828202	-	8139	3	5	3	7	2	6	4	24	10
RPS6KA5	chr14	90847861	91060641	-	212781	89	97	78	67	74	88	95	80	103
DGLUCY	chr14	91060333	91225632	+	165300	716	777	796	701	692	724	837	764	688
RNU7-30P	chr14	91091077	91091138	+	62	0	0	0	0	0	0	0	0	0
SNORA11B	chr14	91126425	91126553	+	129	0	0	0	0	0	0	0	0	0
GPR68	chr14	91232532	91253925	-	21394	14	13	18	23	12	15	14	16	15
ENSG00000258875	chr14	91242759	91252211	+	9453	0	0	0	0	0	0	0	0	0
ENSG00000260810	chr14	91258299	91259003	+	705	0	0	0	0	0	0	0	0	0
ENSG00000286607	chr14	91264903	91266666	+	1764	3	0	0	0	0	0	0	0	0
CCDC88C	chr14	91271323	91417844	-	146522	1511	1698	1828	1875	1764	1688	2024	1638	1741
CCDC88C-DT	chr14	91418266	91421176	+	2911	4	3	11	3	11	5	6	8	1
ENSG00000258446	chr14	91419449	91419751	+	303	0	0	0	0	0	0	0	0	0
PPP4R3A	chr14	91457508	91510554	-	53047	4472	4185	4207	3963	4352	4072	4287	4287	4041
ENSG00000278342	chr14	91554410	91554503	+	94	0	0	0	0	0	0	0	0	0
ENSG00000279286	chr14	91572444	91575271	-	2828	0	0	0	0	0	0	2	0	0
CATSPERB	chr14	91580696	91780707	-	200012	25	24	43	29	47	33	36	40	35
POLR3GP1	chr14	91603173	91603433	-	261	0	0	0	0	0	0	0	0	0
NANOGP7	chr14	91604402	91605319	-	918	0	0	0	0	0	0	0	0	0
ENSG00000258962	chr14	91709111	91710617	+	1507	0	0	0	0	0	0	0	0	0
ENSG00000260711	chr14	91752856	91759798	-	6943	0	0	0	0	0	0	0	0	0
TC2N	chr14	91779746	91867536	-	87791	817	814	816	901	853	832	1023	735	1070
FBLN5	chr14	91869411	91947987	-	78577	42	48	54	46	62	56	59	57	61
TRIP11	chr14	91965991	92040896	-	74906	830	868	955	826	938	973	977	908	930
ENSG00000259020	chr14	92026566	92026887	+	322	0	1	1	1	0	0	0	4	0
ATXN3	chr14	92044496	92106621	-	62126	843	789	893	769	741	812	812	755	806
NDUFB1	chr14	92116122	92121917	-	5796	759	707	672	659	681	644	665	703	704
CPSF2	chr14	92121969	92172145	+	50177	5364	5313	5693	5439	5566	5563	5918	5335	5569
ENSG00000258481	chr14	92253493	92263656	-	10164	0	0	0	0	0	0	0	0	0
RNU6-366P	chr14	92265702	92265807	+	106	0	0	0	0	0	0	0	0	0
ENSG00000286630	chr14	92294771	92297648	+	2878	2	3	0	0	0	1	0	0	0
SLC24A4	chr14	92322581	92501481	+	178901	23	15	16	7	9	20	9	17	9
RIN3	chr14	92513781	92688994	+	175214	57	51	58	47	35	57	56	71	62
LGMN	chr14	92703807	92748679	-	44873	1813	1781	1854	1894	1748	1839	1863	1996	1930
GOLGA5	chr14	92794305	92839947	+	45643	1060	1040	1118	1084	1092	1099	1198	1014	1053
LINC02833	chr14	92886352	92893508	+	7157	0	0	0	0	0	0	0	0	0
LINC02287	chr14	92905697	92907482	-	1786	0	0	0	0	0	0	0	0	0
CHGA	chr14	92923150	92935285	+	12136	4511	3976	4506	3620	3260	2595	4279	4076	5103
ITPK1	chr14	92936914	93116320	-	179407	5730	5196	5809	5426	5504	5553	5629	5418	5500
ITPK1-AS1	chr14	93067452	93072152	+	4701	0	0	0	0	0	0	0	0	0
CYB5AP3	chr14	93138066	93138465	+	400	0	0	0	0	0	0	0	0	0
MOAP1	chr14	93182199	93184923	-	2725	678	741	741	715	757	756	775	707	708
TMEM251	chr14	93184951	93188463	+	3513	3	0	0	1	3	2	3	2	2
ENSG00000259066	chr14	93184973	93218586	+	33614	18	24	14	12	17	15	24	14	13
GON7	chr14	93202894	93207065	-	4172	293	282	273	245	292	307	285	290	259
UBR7	chr14	93207241	93229215	+	21975	2102	1929	2061	2036	1960	1947	2171	1987	1930
ENSG00000240096	chr14	93223598	93224139	-	542	0	0	0	1	0	0	0	0	0
BTBD7	chr14	93237550	93333092	-	95543	1868	1822	1840	1684	1853	1842	1810	1897	1758
RPL36AP4	chr14	93244010	93244323	+	314	0	0	0	0	0	0	0	0	0
UNC79	chr14	93333219	93707876	+	374658	259	208	203	156	212	153	166	209	177
ENSG00000278396	chr14	93334528	93335057	+	530	0	0	0	0	0	0	0	0	0
COX8C	chr14	93347182	93348356	+	1175	0	0	0	0	0	0	0	0	0
RNU6-1258P	chr14	93437400	93437510	-	111	0	0	0	0	0	0	0	0	0
ENSG00000277826	chr14	93637179	93637338	+	160	0	0	0	0	0	0	0	0	0
PRIMA1	chr14	93718298	93788485	-	70188	220	201	244	224	230	199	276	201	249
ENSG00000279593	chr14	93895762	93897759	+	1998	0	0	0	0	0	0	0	0	0
FAM181A-AS1	chr14	93904730	93927066	-	22337	3	2	0	0	0	0	0	2	1
FAM181A	chr14	93918894	93929608	+	10715	1	0	0	0	0	2	0	0	0
ASB2	chr14	93934166	93976739	-	42574	58	63	64	89	73	86	71	68	62
ENSG00000258987	chr14	93939497	93944194	+	4698	0	0	0	0	0	0	0	0	0
MIR4506	chr14	93948226	93948302	-	77	0	0	0	0	0	0	0	0	0
CCDC197	chr14	93987225	94008863	+	21639	0	0	0	0	0	0	0	0	0
OTUB2	chr14	94026340	94048930	+	22591	182	202	181	155	156	126	210	181	229
DDX24	chr14	94048287	94081202	-	32916	5700	5763	6275	5934	5979	5862	6317	5505	5602
IFI27L1	chr14	94081301	94103846	+	22546	161	125	187	128	147	149	161	141	130
IFI27	chr14	94104836	94116695	+	11860	19	19	17	17	6	30	7	23	13
IFI27L2	chr14	94127779	94130253	-	2475	168	106	97	127	118	170	117	137	110
PPP4R4	chr14	94146128	94279734	+	133607	352	290	349	297	294	347	352	318	368
SERPINA10	chr14	94280460	94293268	-	12809	0	0	0	0	0	0	0	0	0
SERPINA6	chr14	94304248	94323389	-	19142	0	0	0	0	0	0	0	0	0
SERPINA2	chr14	94364316	94366698	-	2383	0	0	0	0	0	0	0	2	0
SERPINA1	chr14	94376747	94390693	-	13947	2	1	1	0	2	3	2	1	0
ENSG00000289541	chr14	94390771	94420211	+	29441	0	0	0	0	0	0	0	0	0
ENSG00000256357	chr14	94430633	94464730	+	34098	0	1	0	0	0	0	0	1	0
SERPINA11	chr14	94442464	94452800	-	10337	10	12	14	30	11	29	16	26	35
SERPINA9	chr14	94462717	94479689	-	16973	0	0	0	0	0	0	0	0	0
SERPINA12	chr14	94487274	94517844	-	30571	0	0	0	0	0	0	0	0	0
ENSG00000287668	chr14	94545310	94547762	+	2453	0	0	0	0	0	0	0	0	0
SERPINA4	chr14	94561442	94569913	+	8472	0	0	0	0	0	0	0	0	0
SERPINA5	chr14	94561442	94593118	+	31677	69	54	58	59	67	55	68	74	78
ENSG00000273259	chr14	94592058	94624646	+	32589	0	2	1	2	2	0	0	0	0
ENSG00000288028	chr14	94599460	94607839	+	8380	0	0	0	0	0	0	0	0	0
SERPINA3	chr14	94612384	94624055	+	11672	0	0	0	0	0	0	0	0	0
ADIPOR1P2	chr14	94631863	94634528	+	2666	0	0	0	0	0	0	0	0	0
SERPINA13P	chr14;chr14	94640725;94641318	94646994;94646720	+;+	6270	0	0	0	0	0	0	0	0	0
ENSG00000259140	chr14	94674877	94675829	-	953	0	0	0	0	0	0	0	0	0
RPSAP4	chr14	94726288	94727175	+	888	0	0	0	0	0	0	0	0	0
GSC	chr14	94768223	94770113	-	1891	2	1	0	1	1	3	2	0	1
ENSG00000285205	chr14	94770271	94774858	+	4588	0	0	1	0	0	0	0	0	0
RPL15P2	chr14	94800849	94801463	-	615	12	13	22	12	11	7	7	6	10
ENSG00000274379	chr14	94918253	94918734	-	482	0	0	0	0	0	0	0	0	0
LINC02279	chr14	94960277	94962976	-	2700	0	0	0	0	0	0	0	0	0
ENSG00000258866	chr14	95047353	95050957	+	3605	0	0	0	0	0	0	0	0	0
DICER1	chr14	95086228	95158010	-	71783	3146	3085	3190	2913	3402	3211	3198	3218	3342
MIR3173	chr14	95137919	95137986	-	68	0	0	0	0	0	0	0	0	0
DICER1-AS1	chr14	95157645	95181475	+	23831	41	28	38	34	27	13	40	26	37
CLMN	chr14	95181940	95319908	-	137969	145	153	169	143	161	177	223	148	224
ENSG00000259143	chr14	95185117	95185854	-	738	0	0	0	0	0	0	0	0	0
ENSG00000258615	chr14	95199039	95199345	+	307	0	0	0	0	0	0	0	0	0
ENSG00000287111	chr14	95201278	95201439	+	162	0	0	0	0	0	0	0	0	0
LINC02292	chr14	95319483	95335757	+	16275	2	1	0	0	1	0	0	0	0
SYNE3	chr14	95407266	95516650	-	109385	7	1	0	4	1	7	1	9	2
ENSG00000258572	chr14	95516136	95517911	+	1776	0	0	0	0	0	0	0	0	0
SNHG10	chr14	95521943	95534889	-	12947	146	194	190	167	213	169	141	130	139
SCARNA13	chr14	95533355	95533629	-	275	0	0	0	0	0	0	0	0	0
GLRX5	chr14	95533503	95544724	+	11222	2811	2516	2701	2672	2739	2793	2993	2755	2589
LINC02318	chr14	95573520	95582305	+	8786	0	1	0	0	1	0	0	0	0
ENSG00000258927	chr14	95620914	95643285	+	22372	0	1	1	9	5	3	0	3	2
ENSG00000270038	chr14	95644508	95645232	+	725	1	0	0	4	0	1	2	0	0
TCL6	chr14	95650498	95679833	+	29336	0	2	0	3	1	0	1	2	0
ENSG00000275033	chr14	95662480	95662598	+	119	0	0	0	0	0	0	0	0	0
ENSG00000259084	chr14	95663256	95692630	+	29375	1	0	1	2	5	3	4	1	1
ENSG00000277468	chr14	95670441	95670577	+	137	0	0	0	0	0	0	0	0	0
TCL1B	chr14	95686426	95692628	+	6203	0	0	0	0	0	0	0	0	0
TCL1A	chr14	95709947	95714196	-	4250	97	116	122	98	140	90	130	99	126
ENSG00000257275	chr14	95711747	95757656	+	45910	4	1	0	3	1	0	2	0	1
ENSG00000258516	chr14	95828763	95866486	-	37724	0	0	0	0	0	0	0	0	0
TUNAR	chr14	95866587	95925663	+	59077	1233	1301	1363	1541	1525	1546	1641	1471	1412
ENSG00000271358	chr14	96019484	96019765	+	282	0	0	0	0	0	0	0	0	0
C14orf132	chr14	96039362	96093971	+	54610	1314	1512	1600	1478	1338	1351	1775	1371	1624
BDKRB2	chr14	96204679	96244166	+	39488	0	0	0	0	0	0	0	0	0
ENSG00000258691	chr14	96204844	96263929	+	59086	5	3	3	0	2	0	2	0	1
ENSG00000258412	chr14	96210860	96214818	+	3959	0	0	0	0	0	0	0	0	0
CKS1BP1	chr14	96223108	96223347	+	240	0	0	0	0	0	0	0	0	0
ENSG00000259036	chr14	96233431	96234101	-	671	0	0	0	0	0	0	0	0	0
BDKRB1	chr14	96256210	96268967	+	12758	3	0	0	0	0	0	0	0	0
ENSG00000258793	chr14	96259411	96268624	-	9214	0	0	0	0	0	0	0	0	0
ENSG00000258729	chr14	96275046	96276723	-	1678	0	0	0	0	0	0	0	0	0
ATG2B	chr14	96279195	96363341	-	84147	860	786	817	746	770	883	755	803	717
GSKIP	chr14	96363452	96387288	+	23837	1853	1608	1623	1530	1731	1712	1780	1748	1654
RNU2-33P	chr14	96384624	96384815	+	192	0	0	0	0	0	0	0	0	0
AK7	chr14	96392128	96489427	+	97300	126	128	109	129	109	173	133	130	155
PEBP1P1	chr14	96423700	96424209	-	510	0	0	0	0	0	0	0	0	0
RPL23AP10	chr14	96456576	96457041	-	466	0	0	0	0	0	0	0	0	0
PAPOLA-DT	chr14	96500810	96502321	-	1512	39	26	26	37	31	29	22	27	24
PAPOLA	chr14	96501433	96567116	+	65684	10898	10572	11687	11043	11062	10797	11955	10902	11024
ENSG00000258702	chr14	96592399	96605976	+	13578	8	10	8	1	12	17	4	6	6
RN7SKP108	chr14	96638187	96638514	-	328	0	0	0	0	0	0	0	0	0
ENSG00000287350	chr14	96663791	96681827	+	18037	0	0	0	0	0	0	0	0	0
LINC02299	chr14	96738021	96793084	+	55064	1	4	1	5	6	5	4	2	2
ENSG00000287772	chr14	96749695	96755556	-	5862	0	0	0	0	0	0	0	0	0
VRK1	chr14	96797304	96954846	+	157543	2224	2081	2215	2226	2258	2124	2305	2140	2233
ENSG00000280070	chr14	96992864	96996601	+	3738	0	0	0	0	3	0	0	0	0
ENSG00000288034	chr14	97005592	97007624	-	2033	0	0	0	0	0	0	0	0	0
ENSG00000259026	chr14	97110416	97119247	-	8832	0	0	0	0	0	0	0	0	0
ENSG00000258393	chr14	97116355	97121501	+	5147	0	0	0	0	2	1	0	0	0
LINC02304	chr14	97154857	97158736	+	3880	0	0	2	0	0	0	0	0	0
ENSG00000285584	chr14	97180522	97219421	+	38900	0	0	1	0	2	0	0	0	0
LINC02325	chr14	97427071	97582146	+	155076	10	7	8	6	4	9	14	7	5
LINC02291	chr14	97632647	97686658	-	54012	1	0	0	0	0	0	2	1	2
ENSG00000287501	chr14	97662638	97688600	+	25963	0	0	0	0	0	0	0	0	0
LINC02312	chr14	97749264	97763989	-	14726	0	0	0	0	0	0	0	0	0
ENSG00000258379	chr14	97786565	97789256	-	2692	0	0	0	0	0	0	0	0	0
LINC01550	chr14	97924637	97978124	-	53488	0	0	0	0	0	0	0	0	0
ENSG00000259097	chr14	98068161	98205143	-	136983	0	0	0	0	0	0	0	0	0
LINC02295	chr14	98135986	98163151	+	27166	0	0	0	0	0	0	0	0	0
RN7SL714P	chr14	98351367	98351664	-	298	0	0	0	0	0	0	0	0	0
ENSG00000258795	chr14	98497132	98514798	+	17667	0	0	0	0	0	0	0	0	0
LINC02914	chr14	98711613	98717761	+	6149	0	0	0	0	0	0	0	0	0
ENSG00000237342	chr14	98844896	98845597	+	702	0	0	0	0	0	0	0	0	0
ENSG00000278990	chr14	98916902	98917801	-	900	0	0	0	0	0	0	0	0	0
ENSG00000259119	chr14	98925137	98927805	-	2669	0	0	0	0	0	0	0	0	0
RPL3P4	chr14	98972879	98973301	-	423	49	57	44	57	51	43	49	50	66
ENSG00000234648	chr14	98973314	98973471	+	158	25	11	28	14	5	3	13	9	15
ENSG00000287991	chr14	98999571	99003545	+	3975	0	0	0	0	0	0	0	0	0
ENSG00000229402	chr14	99158416	99159669	+	1254	0	0	0	0	0	0	0	0	0
BCL11B	chr14	99169287	99272197	-	102911	249	269	230	261	271	242	282	205	217
ENSG00000235785	chr14	99262948	99264735	+	1788	0	0	2	0	2	0	0	0	0
ENSG00000289137	chr14	99284624	99287369	-	2746	0	0	0	0	0	0	0	0	0
ENSG00000258383	chr14	99324799	99332015	-	7217	0	0	1	0	0	0	0	0	0
SETD3	chr14	99397748	99480889	-	83142	2187	2165	2287	2201	2367	2466	2501	2199	2271
RNU6-91P	chr14	99444306	99444412	+	107	0	0	0	0	0	0	0	0	0
CCNK	chr14	99481169	99535044	+	53876	3271	3145	3296	3418	3352	3338	3436	3269	3287
CCDC85C	chr14	99500190	99604207	-	104018	1666	1655	1635	1548	1618	1677	1871	1815	1651
ENSG00000258749	chr14	99512501	99513576	+	1076	0	0	0	0	0	0	0	0	0
ENSG00000247970	chr14	99604517	99625740	+	21224	2	2	0	3	0	0	0	0	0
HHIPL1	chr14	99645129	99680569	+	35441	298	287	233	234	246	300	243	252	262
CYP46A1	chr14	99684298	99727301	+	43004	31	27	18	19	18	35	9	21	19
ENSG00000258672	chr14	99691445	99693648	-	2204	0	0	0	0	0	0	0	0	0
EML1	chr14	99737693	99942060	+	204368	950	895	819	820	926	971	918	921	754
RNU1-47P	chr14	99945315	99945477	+	163	0	0	0	0	0	0	0	0	0
VDAC3P1	chr14	99964529	99965378	+	850	1	0	0	0	0	0	0	0	0
EVL	chr14	99971449	100144236	+	172788	1028	1119	1089	1105	1044	1152	1107	1089	1163
ENSG00000242888	chr14	99974336	99975149	-	814	0	0	0	0	0	0	0	0	0
ENSG00000258693	chr14	99977115	99978098	-	984	0	0	0	0	0	0	0	0	0
ENSG00000258560	chr14	100052803	100074878	-	22076	0	0	0	0	0	0	0	0	0
MIR151B	chr14	100109419	100109514	-	96	0	0	0	0	0	0	0	0	0
MIR342	chr14	100109655	100109753	+	99	0	0	0	0	0	0	0	0	0
DEGS2	chr14	100143957	100159645	-	15689	3	9	2	10	11	14	5	7	11
ENSG00000258982	chr14	100207407	100238555	-	31149	28	20	19	10	10	19	11	16	10
YY1	chr14	100238298	100282788	+	44491	6374	6028	6749	6658	6675	6944	6870	6101	6565
ENSG00000258904	chr14	100263781	100265405	+	1625	0	0	0	0	0	0	0	0	0
MIR6764	chr14	100277357	100277417	+	61	0	0	0	0	0	0	0	0	0
ENSG00000259052	chr14	100279959	100291456	-	11498	12	10	19	13	20	9	28	21	9
SLC25A29	chr14	100291116	100306547	-	15432	1633	1653	1695	1421	1521	1434	1526	1489	1486
ENSG00000258504	chr14	100291117	100294656	+	3540	0	1	0	3	1	0	0	0	0
MIR345	chr14	100307859	100307956	+	98	0	0	0	0	0	0	0	0	0
RN7SL523P	chr14	100319073	100319370	-	298	0	0	0	0	0	0	0	0	0
SLC25A47	chr14	100323339	100330421	+	7083	0	0	0	0	0	0	0	0	0
ENSG00000258666	chr14	100333790	100354061	+	20272	9	16	12	10	7	10	12	13	13
WARS1	chr14	100333790	100376805	-	43016	5660	5487	5537	5795	5455	5858	5571	5555	5654
ENSG00000258521	chr14	100339832	100340554	+	723	0	0	0	0	0	0	0	0	0
ENSG00000258581	chr14	100366628	100366920	+	293	0	0	0	1	0	0	0	0	0
WDR25	chr14	100376418	100530303	+	153886	332	286	340	368	300	309	352	340	290
ENSG00000258620	chr14	100406599	100408928	+	2330	0	0	0	0	0	0	0	0	0
ENSG00000258500	chr14	100480952	100481274	+	323	0	0	0	0	0	0	0	0	0
RN7SKP92	chr14	100487544	100487787	+	244	0	0	0	0	0	0	0	0	0
BEGAIN	chr14	100537147	100587417	-	50271	101	112	92	130	93	127	146	119	98
ENSG00000259031	chr14	100538939	100540409	+	1471	0	0	0	0	0	0	0	0	0
ENSG00000258576	chr14	100587775	100589326	-	1552	0	0	0	0	0	0	0	0	0
LINC00523	chr14	100657250	100676069	+	18820	0	0	0	0	0	0	0	0	0
ENSG00000258717	chr14	100675930	100679884	-	3955	0	0	0	0	0	0	2	0	0
ENSG00000289278	chr14	100683769	100689109	+	5341	0	0	0	0	0	0	0	0	0
DLK1	chr14	100725705	100738224	+	12520	143	257	165	102	62	249	76	227	40
MEG3	chr14	100779410	100861031	+	81622	0	13	6	1	0	2	3	0	1
MIR2392	chr14	100814491	100814574	+	84	0	0	0	0	0	0	0	0	0
ENSG00000275161	chr14	100816041	100816244	+	204	0	0	0	0	0	0	0	0	0
ENSG00000274884	chr14	100826284	100826370	+	87	0	0	0	0	0	0	0	0	0
ENSG00000276919	chr14	100829350	100829454	+	105	0	0	0	0	0	0	0	0	0
ENSG00000258663	chr14	100834432	100861026	-	26595	0	0	0	0	0	0	0	0	0
MIR493HG	chr14	100836269	100955006	+	118738	0	0	0	0	0	0	0	0	0
MIR770	chr14	100852390	100852487	+	98	0	0	0	0	0	0	0	0	0
MIR493	chr14	100869060	100869148	+	89	0	0	0	0	0	0	0	0	0
MIR337	chr14	100874493	100874585	+	93	0	0	0	0	0	0	0	0	0
MIR665	chr14	100875033	100875104	+	72	0	0	0	0	0	0	0	0	0
RTL1	chr14	100879753	100903722	-	23970	3	6	4	2	2	5	0	2	0
MIR431	chr14	100881007	100881120	+	114	0	0	0	0	0	0	0	0	0
MIR433	chr14	100881886	100881978	+	93	0	0	0	0	0	0	0	0	0
MIR127	chr14	100882979	100883075	+	97	0	0	0	0	0	0	0	0	0
MIR432	chr14	100884483	100884576	+	94	0	0	0	0	0	0	0	0	0
MIR136	chr14	100884702	100884783	+	82	0	0	0	0	0	0	0	0	0
MEG8	chr14	100894770	101038859	+	144090	0	0	0	0	0	0	0	1	0
ENSG00000276225	chr14	100894817	100894913	+	97	0	0	0	0	0	0	0	0	0
SNORD112	chr14	100897920	100897996	+	77	0	0	0	0	0	0	0	0	0
ENSG00000275134	chr14	100898958	100899079	+	122	0	0	0	0	0	0	0	0	0
MIR370	chr14	100911139	100911213	+	75	0	0	0	0	0	0	0	0	0
