# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/s2/new7122023_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam
CYP4F24P	chr19	15760241	15779909	-	19669	0	0	0	0	0	0	0	0	0
ENSG00000268673	chr19	15760375	15770828	+	10454	0	0	0	0	0	0	0	0	0
OR10H5	chr19	15787661	15800357	+	12697	0	0	0	0	0	0	0	0	0
OR10H1	chr19	15804549	15815664	-	11116	0	0	0	0	0	0	0	0	0
ZNF861P	chr19	15821796	15823796	-	2001	0	0	0	0	0	0	0	0	0
ENSG00000288618	chr19	15821851	15835854	-	14004	0	0	0	0	0	0	0	0	0
LINC01764	chr19	15827005	15835853	-	8849	0	0	0	0	0	0	0	0	0
UCA1	chr19	15828206	15836328	+	8123	0	0	0	0	0	0	0	0	0
ENSG00000273782	chr19	15834730	15834804	+	75	0	0	0	0	0	0	0	0	0
CLEC4OP	chr19;chr19	15846262;15852111	15864924;15863802	-;-	18663	0	0	0	0	0	0	0	0	0
CYP4F36P	chr19	15871667	15871852	-	186	0	0	0	0	0	0	0	0	0
CYP4F2	chr19	15878023	15898077	-	20055	0	0	0	0	0	0	0	0	0
ENSG00000267218	chr19	15902300	15903238	-	939	0	0	0	0	0	0	0	0	0
ENSG00000279717	chr19	15904556	15907234	+	2679	0	0	0	0	0	0	0	0	0
ENSG00000267056	chr19	15910582	15911824	-	1243	0	1	0	0	0	1	0	0	0
CYP4F11	chr19	15912367	15934867	-	22501	0	0	0	0	0	0	0	0	1
OR10H4	chr19	15944299	15950350	+	6052	0	0	0	0	0	0	0	0	0
CYP4F9P	chr19	15979835	15999020	-	19186	0	0	0	0	0	0	0	0	0
LINC00661	chr19	16015287	16027462	+	12176	0	0	0	0	0	0	0	0	0
ENSG00000280412	chr19	16019719	16020290	+	572	0	0	0	0	0	0	0	0	0
LINC00905	chr19	16031170	16042142	+	10973	0	0	0	0	0	0	0	0	0
SNX33P1	chr19	16034776	16036537	-	1762	0	0	0	0	0	0	0	0	0
ENSG00000277766	chr19	16037009	16038455	-	1447	0	0	0	0	0	0	0	0	0
OR1AB1P	chr19	16051929	16052689	+	761	0	0	0	0	0	0	0	0	0
LINC01855	chr19	16065737	16066312	+	576	1	0	0	0	0	0	0	0	0
TPM4	chr19	16067021	16103002	+	35982	21325	21959	26800	20378	20628	22429	23168	24388	25910
ENSG00000279198	chr19	16074292	16077395	-	3104	64	49	64	55	51	63	55	60	48
ENSG00000267373	chr19	16103761	16104254	-	494	0	0	0	0	0	0	0	0	0
RAB8A	chr19	16111889	16134234	+	22346	1913	2277	2358	1865	2334	2412	2769	3063	3095
ENSG00000269243	chr19	16123661	16139892	-	16232	75	81	71	85	73	70	103	111	79
HSH2D	chr19	16134028	16158575	+	24548	52	24	32	31	21	37	12	32	24
CIB3	chr19	16161368	16173525	-	12158	0	0	0	0	0	2	0	0	0
FAM32A	chr19	16185380	16192046	+	6667	1988	2111	2379	1814	2058	2366	3134	3019	2988
ENSG00000267033	chr19	16186276	16189458	-	3183	1	3	1	0	1	0	0	2	0
ENSG00000287961	chr19	16197080	16197738	-	659	0	0	0	0	0	0	0	0	0
AP1M1	chr19	16197854	16245906	+	48053	665	714	827	607	669	758	851	980	991
KLF2-DT	chr19	16283359	16324514	-	41156	0	0	0	0	1	0	0	0	0
ENSG00000289333	chr19	16283820	16284208	+	389	0	0	0	0	0	0	0	0	0
KLF2	chr19	16324826	16328685	+	3860	2	3	3	0	0	2	6	2	1
ENSG00000277825	chr19	16352462	16353182	-	721	0	0	0	0	0	0	0	0	0
EPS15L1	chr19	16355239	16472085	-	116847	868	1010	1278	860	942	995	812	830	1247
ENSG00000280332	chr19	16356329	16358327	-	1999	0	0	0	0	0	0	0	0	0
ENSG00000290070	chr19	16367585	16368008	+	424	0	0	0	0	0	0	0	0	0
ENSG00000240418	chr19	16412684	16413576	+	893	0	0	1	0	0	0	1	0	0
ENSG00000267703	chr19	16440946	16443584	+	2639	2	2	1	0	1	2	0	1	4
ENSG00000289330	chr19	16472194	16472656	+	463	0	0	0	0	0	1	0	1	0
CALR3	chr19	16479061	16496167	-	17107	0	0	0	1	1	0	0	0	0
ENSG00000141979	chr19	16479067	16628204	-	149138	29	26	34	24	42	31	48	44	58
C19orf44	chr19	16496394	16521352	+	24959	210	185	182	177	218	234	232	161	250
CHERP	chr19	16517894	16542437	-	24544	0	0	0	0	0	0	0	0	0
RN7SL146P	chr19	16539688	16539984	-	297	0	0	0	0	0	0	0	0	0
ENSG00000269399	chr19	16542746	16544814	+	2069	6	3	17	12	13	10	4	3	18
SLC35E1	chr19	16549831	16572415	-	22585	0	0	0	0	0	0	0	0	0
ENSG00000268309	chr19	16551773	16552328	+	556	4	10	6	5	10	3	3	9	3
ENSG00000269085	chr19	16565551	16566330	+	780	0	0	0	0	0	0	0	0	0
ENSG00000279529	chr19	16572548	16575340	+	2793	5	11	6	11	6	6	5	4	6
MED26	chr19	16574907	16629062	-	54156	0	0	0	0	0	0	0	0	0
ENSG00000268790	chr19	16577642	16660115	-	82474	0	0	0	0	1	0	0	0	1
ENSG00000269578	chr19	16586905	16587985	-	1081	0	0	0	0	0	0	0	0	0
ENSG00000279748	chr19	16586905	16589409	+	2505	1	1	1	0	1	0	0	0	3
ENSG00000279977	chr19	16610374	16612203	-	1830	0	0	0	0	0	0	0	0	0
ENSG00000268087	chr19	16610411	16636531	+	26121	4	5	12	9	8	8	14	6	9
ENSG00000269427	chr19	16630743	16643942	+	13200	3	2	5	5	5	5	5	6	0
SMIM7	chr19	16630751	16660442	-	29692	48	73	66	61	76	42	92	116	58
ENSG00000269044	chr19	16633797	16635269	-	1473	0	0	0	0	0	0	0	0	0
ENSG00000267904	chr19	16639967	16640668	-	702	0	0	0	0	0	0	0	0	0
TMEM38A	chr19	16661139	16690023	+	28885	214	163	323	151	184	208	136	198	193
ENSG00000269419	chr19	16712317	16712434	+	118	0	0	0	0	0	0	0	0	0
NWD1	chr19	16719847	16817963	+	98117	0	0	0	4	0	0	0	0	0
ENSG00000269799	chr19	16801426	16801714	+	289	0	0	0	0	0	0	0	0	0
SIN3B	chr19	16829398	16880353	+	50956	1163	1448	1615	1165	1597	1142	1702	1701	2053
ENSG00000268743	chr19	16844025	16846473	+	2449	0	0	0	0	0	0	0	0	0
F2RL3	chr19	16888999	16892606	+	3608	0	0	0	0	0	0	0	0	0
CPAMD8	chr19	16892951	17026815	-	133865	266	277	399	267	242	268	277	367	363
RN7SL835P	chr19	16907462	16907723	+	262	0	0	0	0	0	0	0	0	0
RN7SL823P	chr19	16910490	16910784	-	295	0	0	0	0	0	0	0	0	0
ENSG00000268985	chr19	17009189	17013460	+	4272	2	0	2	2	0	1	2	1	0
HAUS8	chr19	17049729	17075625	-	25897	320	454	496	380	444	446	516	726	453
ENSG00000268289	chr19	17051994	17055087	+	3094	4	5	4	0	2	2	5	2	6
MYO9B	chr19	17075777	17214537	+	138761	1535	1625	2139	1702	2263	1753	2028	2349	2404
ENSG00000269066	chr19	17095418	17099307	-	3890	0	0	0	0	0	0	0	0	0
ENSG00000268056	chr19	17152588	17168051	-	15464	9	10	12	13	16	8	5	10	18
ENSG00000269836	chr19	17177511	17178476	-	966	0	0	0	0	0	1	0	2	0
ENSG00000269480	chr19	17207138	17208010	-	873	2	2	5	0	1	2	4	6	8
USE1	chr19	17215346	17219829	+	4484	139	175	169	174	145	134	159	265	203
OCEL1	chr19	17226213	17229219	+	3007	256	216	330	211	211	257	93	215	244
NR2F6	chr19	17231883	17245919	-	14037	1428	1279	1741	1337	1461	1527	1439	1605	1934
ENSG00000269095	chr19	17235940	17255448	-	19509	6	8	10	14	9	15	5	20	10
USHBP1	chr19	17249171	17282786	-	33616	296	269	272	324	262	334	242	290	266
BABAM1	chr19	17267376	17281249	+	13874	6	6	1	6	8	3	6	8	5
ENSG00000269307	chr19	17267418	17282966	+	15549	0	0	1	2	1	0	0	0	0
ANKLE1	chr19	17281645	17287646	+	6002	213	247	280	235	275	249	140	159	309
ABHD8	chr19	17292131	17310236	-	18106	264	252	251	243	230	253	210	223	412
MRPL34	chr19	17292609	17306843	+	14235	796	846	1147	817	838	977	720	729	1161
ENSG00000269815	chr19	17296196	17296695	-	500	0	0	0	0	0	0	0	0	0
DDA1	chr19	17309518	17323298	+	13781	570	647	794	678	823	840	711	779	994
ANO8	chr19	17323223	17334855	-	11633	278	290	301	245	277	273	223	209	293
GTPBP3	chr19	17334920	17342731	+	7812	521	511	702	583	652	602	478	585	741
PLVAP	chr19	17351450	17377342	-	25893	3	5	1	1	2	1	0	5	1
ENSG00000269350	chr19	17360932	17362753	+	1822	0	0	0	0	0	0	0	0	0
CCDC194	chr19	17387196	17394196	-	7001	2	3	1	4	6	2	2	4	0
BST2	chr19	17402939	17405630	-	2692	1866	1495	654	1750	1575	1789	1463	1864	1271
BISPR	chr19	17405686	17419324	+	13639	0	0	0	2	0	0	0	0	0
MVB12A	chr19	17405722	17433724	+	28003	460	453	532	467	404	540	363	468	514
ENSG00000269481	chr19	17414257	17422324	-	8068	8	5	14	5	6	8	6	8	10
ENSG00000254503	chr19	17417031	17418288	-	1258	0	0	0	0	0	0	0	0	0
ENSG00000269053	chr19	17419305	17419774	-	470	0	0	0	0	0	0	0	0	0
TMEM221	chr19	17435509	17448668	-	13160	30	28	45	36	31	31	20	21	38
ENSG00000269035	chr19	17436611	17460804	-	24194	2	1	0	7	1	4	1	0	2
ENSG00000269736	chr19	17452211	17452969	-	759	0	0	0	0	0	0	0	0	0
NXNL1	chr19	17455425	17460926	-	5502	0	0	0	0	0	0	0	0	0
SLC27A1	chr19	17468769	17506168	+	37400	171	156	176	173	163	198	111	116	139
PGLS-DT	chr19	17488990	17511889	-	22900	13	31	17	25	13	21	8	7	13
PGLS	chr19	17511636	17521288	+	9653	656	578	708	530	497	679	521	589	546
ENSG00000269161	chr19	17518330	17520565	-	2236	0	0	0	0	0	0	0	0	0
NIBAN3	chr19	17523301	17553839	+	30539	3	0	3	1	1	2	1	3	3
COLGALT1	chr19	17555649	17583162	+	27514	2488	2241	2504	2489	2337	2864	2377	2710	2527
ENSG00000243771	chr19	17589595	17590071	-	477	0	0	0	0	0	0	0	0	0
UNC13A	chr19	17601336	17688365	-	87030	1558	1574	1233	1901	2522	2002	2385	2957	2417
ENSG00000269752	chr19	17613722	17614430	+	709	0	0	0	0	0	0	0	0	0
ENSG00000279300	chr19	17622447	17623338	+	892	0	0	0	0	0	0	0	0	0
MAP1S	chr19	17719242	17734513	+	15272	1102	1046	1280	1038	1086	1128	1080	976	1390
ENSG00000268112	chr19	17727840	17734513	-	6674	44	55	56	54	43	38	44	50	53
FCHO1	chr19	17747718	17788568	+	40851	398	398	366	350	419	415	211	267	512
B3GNT3	chr19	17794828	17813576	+	18749	33	45	57	65	34	55	12	29	20
INSL3	chr19	17816512	17821574	-	5063	9	1	3	9	13	9	3	6	9
JAK3	chr19	17824780	17848071	-	23292	283	224	217	217	214	247	121	122	201
RPL18A	chr19	17859910	17864153	+	4244	21832	21619	27189	20370	18232	23205	21141	23076	26541
SNORA68	chr19	17862588	17862720	+	133	0	0	0	0	0	0	0	0	0
ENSG00000279617	chr19	17871273	17871705	-	433	4	0	3	3	0	4	1	1	1
SLC5A5	chr19	17871945	17895174	+	23230	57	46	70	43	42	59	29	32	45
CCDC124	chr19	17933015	17943991	+	10977	1295	1415	1683	1473	1558	1499	1525	1817	1865
KCNN1	chr19	17951293	18000085	+	48793	217	145	301	169	129	178	103	128	233
RNA5SP468	chr19	17972025	17972117	+	93	0	0	0	0	0	0	0	0	0
ARRDC2	chr19	18001132	18014102	+	12971	298	221	234	83	86	209	101	126	121
ENSG00000279172	chr19	18009440	18009881	-	442	0	3	5	0	1	1	1	0	1
ENSG00000273654	chr19	18022403	18032099	+	9697	46	20	20	40	32	41	11	10	18
ENSG00000268623	chr19	18040355	18041083	+	729	0	0	0	0	0	0	0	0	0
RPS18P13	chr19	18048637	18049090	+	454	0	0	0	0	0	0	0	0	1
IL12RB1	chr19	18058995	18098944	-	39950	0	0	0	0	0	0	0	2	2
MAST3	chr19	18097778	18151692	+	53915	225	226	232	210	213	253	166	186	256
MAST3-AS1	chr19	18144522	18151691	-	7170	2	6	5	4	3	2	10	4	4
ENSG00000268173	chr19	18153158	18178117	+	24960	2	3	6	7	1	4	3	5	0
PIK3R2	chr19	18153163	18170532	+	17370	0	0	0	0	0	0	0	0	0
IFI30	chr19	18173162	18178117	+	4956	0	0	0	0	0	0	0	0	0
MPV17L2	chr19	18193218	18196948	+	3731	347	390	459	407	405	401	525	615	557
RAB3A	chr19	18196784	18204042	-	7259	215	170	253	181	179	165	85	90	222
ENSG00000268650	chr19	18204730	18220480	+	15751	10	5	2	7	5	4	5	4	7
ENSG00000285188	chr19	18207961	18255419	-	47459	0	0	0	0	0	0	1	2	0
PDE4C	chr19	18207965	18248200	-	40236	0	0	0	0	0	0	0	0	0
ENSG00000284797	chr19	18249950	18255419	-	5470	0	0	0	0	0	0	0	0	0
IQCN	chr19	18257098	18274500	-	17403	4	4	8	5	5	7	4	4	7
JUND	chr19	18279694	18281622	-	1929	1282	1226	1731	1194	1071	1159	640	650	1182
MIR3188	chr19	18282077	18282161	+	85	0	0	0	0	0	2	0	0	0
RPL39P38	chr19	18285343	18285495	-	153	2	1	0	1	1	1	0	4	0
LSM4	chr19	18306236	18323112	-	16877	5213	5051	6626	4844	4304	5553	4742	5328	6085
RN7SL513P	chr19	18333276	18333573	+	298	0	0	0	0	1	0	0	0	0
PGPEP1	chr19	18340598	18369950	+	29353	557	568	690	500	694	634	803	1206	743
GDF15	chr19	18374731	18389176	+	14446	27	17	85	28	20	28	7	37	10
MIR3189	chr19	18386562	18386634	+	73	0	0	0	0	0	0	0	0	0
LRRC25	chr19	18391137	18397622	-	6486	2	5	2	4	0	10	4	11	1
SSBP4	chr19	18418864	18434562	+	15699	357	311	525	323	382	420	374	446	452
ISYNA1	chr19	18434388	18438167	-	3780	1482	1450	2113	1428	1433	1601	1440	1887	1608
ENSG00000268199	chr19	18441419	18443597	+	2179	3	4	4	6	5	1	4	2	16
ELL	chr19	18442663	18522116	-	79454	353	357	457	264	288	376	491	506	500
ENSG00000279262	chr19	18448275	18448802	+	528	0	0	0	0	0	0	0	0	0
ENSG00000280121	chr19	18448275	18448805	-	531	0	0	0	0	0	0	0	0	0
ENSG00000268938	chr19	18531613	18532632	+	1020	86	84	107	89	78	75	60	102	70
FKBP8	chr19	18531751	18544077	-	12327	6184	5964	7556	5639	5190	6564	5585	6494	7077
ENSG00000269191	chr19	18532908	18536188	+	3281	43	45	52	39	34	43	36	49	31
KXD1	chr19	18557762	18569387	+	11626	2115	2037	2847	1914	1926	2260	1913	2213	2571
ENSG00000268030	chr19	18557775	18561560	-	3786	9	16	9	16	8	8	8	11	31
ENSG00000268983	chr19	18568506	18569375	-	870	58	59	59	64	36	55	48	59	67
UBA52	chr19	18571730	18577550	+	5821	9304	9863	12123	8178	8437	10314	9788	10291	12057
CRLF1	chr19	18572220	18607741	-	35522	548	520	1460	525	473	593	507	568	548
REX1BD	chr19	18588685	18592337	+	3653	217	182	215	240	204	265	216	297	275
TMEM59L	chr19	18607430	18621039	+	13610	205	176	393	160	203	258	187	243	177
RN7SL155P	chr19	18631646	18631908	-	263	0	0	0	0	0	0	0	0	0
KLHL26	chr19	18637025	18671721	+	34697	238	225	285	229	281	311	195	282	204
CRTC1	chr19	18683678	18782333	+	98656	199	181	315	184	234	212	245	340	190
COMP	chr19	18782773	18791305	-	8533	2	0	3	1	0	1	0	2	0
UPF1	chr19	18831959	18868230	+	36272	3171	2960	4497	3440	3287	3443	4459	5631	4281
GDF1	chr19	18868545	18896158	-	27614	0	0	0	0	0	0	0	0	0
CERS1	chr19	18868545	18896727	-	28183	0	0	0	0	0	0	0	0	0
ENSG00000269694	chr19	18881680	18883376	+	1697	0	0	0	0	0	0	0	0	0
COPE	chr19	18899514	18919387	-	19874	1047	1004	1592	1012	991	1264	1119	1395	1515
ENSG00000268193	chr19	18907013	18934397	-	27385	45	46	73	63	57	58	83	73	102
DDX49	chr19	18919705	18929189	+	9485	658	665	764	577	712	713	998	1005	1036
HOMER3	chr19	18929201	18941261	-	12061	219	170	193	196	210	195	236	401	171
HOMER3-AS1	chr19	18940235	18947452	+	7218	10	11	6	18	12	10	5	11	13
RN7SL70P	chr19	18957957	18958258	-	302	0	0	0	0	0	0	0	0	0
SUGP2	chr19	18990888	19034023	-	43136	2282	2304	2481	2989	2923	2733	2762	4122	2645
ARMC6	chr19	19033575	19060311	+	26737	1001	1058	1118	1119	1417	1266	1758	1940	1812
SLC25A42	chr19	19063994	19113030	+	49037	133	139	167	108	113	136	78	66	118
ENSG00000288837	chr19	19105160	19105729	-	570	1	0	0	0	3	1	0	0	2
TMEM161A	chr19	19119169	19138513	-	19345	365	355	348	301	375	371	306	364	377
MEF2B	chr19	19145567	19192131	-	46565	0	2	0	1	0	0	0	0	0
BORCS8-MEF2B	chr19	19145569	19192158	-	46590	0	1	0	0	4	2	0	2	0
BORCS8	chr19	19176903	19192591	-	15689	5	1	3	3	7	2	4	2	9
RFXANK	chr19	19192229	19201869	+	9641	501	488	531	484	605	636	814	774	915
NR2C2AP	chr19	19201409	19203414	-	2006	196	259	359	277	301	281	301	317	296
NCAN	chr19	19211958	19252233	+	40276	192	234	356	170	204	232	263	253	261
RNU6-1028P	chr19	19232855	19232947	+	93	0	0	0	0	0	0	0	0	0
ENSG00000267629	chr19	19254748	19273369	-	18622	2	0	2	2	5	4	0	1	1
HAPLN4	chr19	19254756	19262804	-	8049	0	0	0	0	0	0	0	0	0
ENSG00000280282	chr19	19255638	19256141	+	504	2	1	1	1	3	0	4	5	1
TM6SF2	chr19	19264364	19273391	-	9028	0	0	0	0	1	0	0	0	0
SUGP1	chr19	19276018	19320509	-	44492	675	723	701	600	814	707	1185	1327	1109
MAU2	chr19	19320829	19358754	+	37926	614	717	691	612	737	774	819	954	876
GATAD2A	chr19	19385826	19508932	+	123107	3828	4343	5023	4398	5012	4343	5672	6822	6214
ENSG00000267234	chr19	19401979	19402603	-	625	0	0	0	0	0	0	0	0	0
MIR640	chr19	19435063	19435158	+	96	0	0	0	0	0	0	0	0	0
TSSK6	chr19	19512418	19515548	-	3131	31	41	52	26	45	24	38	31	34
NDUFA13	chr19	19515736	19529054	+	13319	14	15	15	17	19	7	13	22	17
ENSG00000258674	chr19	19516227	19536076	+	19850	2	3	3	4	8	8	6	10	6
YJEFN3	chr19	19528861	19537581	+	8721	5	9	10	17	40	11	18	10	14
CILP2	chr19	19538248	19546659	+	8412	355	269	309	327	300	387	301	347	372
PBX4	chr19	19561707	19618693	-	56987	26	8	16	15	24	8	8	9	18
PHF5CP	chr19	19588091	19588415	-	325	0	0	0	0	0	0	0	0	0
ENSG00000259242	chr19	19606350	19608660	+	2311	0	0	0	0	0	0	0	0	0
LPAR2	chr19	19623655	19628930	-	5276	321	328	329	315	358	326	295	315	450
GMIP	chr19	19629476	19643657	-	14182	344	365	570	275	352	430	262	236	519
ATP13A1	chr19	19645198	19663676	-	18479	865	997	1229	834	1032	1020	1162	1260	1578
ZNF101	chr19	19668796	19683509	+	14714	943	1010	1257	1016	1310	1245	1198	1469	1347
ENSG00000271283	chr19	19699203	19699409	-	207	0	0	0	1	1	0	0	0	0
ENSG00000270402	chr19	19708965	19710465	+	1501	0	0	0	3	0	0	0	0	0
ZNF14	chr19	19710472	19733112	-	22641	456	435	555	360	346	481	455	582	464
ENSG00000275540	chr19	19740884	19750127	+	9244	1	0	0	0	0	0	0	0	0
ENSG00000286080	chr19	19749637	19756065	-	6429	0	3	0	1	1	0	0	0	4
ENSG00000271499	chr19	19750618	19752544	+	1927	0	0	0	0	0	0	0	0	0
LINC00663	chr19	19757366	19776423	-	19058	50	21	45	27	31	32	8	10	31
ENSG00000287533	chr19	19757951	19774809	+	16859	0	2	0	0	0	1	0	0	1
ENSG00000267581	chr19	19761038	19821716	-	60679	4	2	6	3	14	8	8	7	9
ENSG00000267693	chr19	19768731	19768989	+	259	0	0	0	0	0	0	0	0	0
ENSG00000291177	chr19	19776561	19836196	+	59636	22	46	38	33	34	42	51	30	37
ZNF506	chr19	19785839	19821751	-	35913	9	4	9	10	1	4	0	9	10
ENSG00000267481	chr19	19788755	19790531	-	1777	0	0	0	0	0	0	0	0	0
ZNF56P	chr19	19833473	19836073	+	2601	0	0	0	0	0	0	0	0	0
BNIP3P9	chr19	19856975	19857527	+	553	0	0	0	0	0	0	0	0	0
ZNF253	chr19	19865882	19894674	+	28793	1792	1836	1943	1442	1771	1906	2476	2581	2011
BNIP3P10	chr19	19870723	19871299	-	577	0	0	0	0	0	0	0	0	0
ENSG00000267565	chr19	19892433	19895847	-	3415	21	16	13	5	9	5	20	26	23
ZNF93	chr19	19900913	19963464	+	62552	2598	2789	2840	2467	2760	3018	3274	3775	2889
ENSG00000273791	chr19	19908268	19909146	-	879	0	0	0	0	0	0	0	0	0
ENSG00000274800	chr19	19978190	19979610	-	1421	0	0	0	0	0	0	0	0	0
ZNF682	chr19	19997058	20039505	-	42448	450	558	647	560	620	573	764	926	671
ENSG00000268070	chr19	20033444	20034332	+	889	0	0	0	0	0	0	0	0	0
ENSG00000274033	chr19	20056466	20056594	-	129	0	0	0	0	0	0	0	0	0
BNIP3P13	chr19	20062755	20063320	+	566	0	0	0	0	0	0	0	0	0
ZNF90	chr19	20077994	20127076	+	49083	1669	1654	2390	1747	1948	1820	2318	2749	2160
ENSG00000240673	chr19	20079818	20080539	-	722	0	0	0	0	0	0	0	0	0
ENSG00000274612	chr19	20087013	20087576	-	564	0	0	0	0	0	0	0	0	0
ENSG00000267383	chr19	20122569	20321305	-	198737	728	1027	1096	782	1476	922	1804	1708	1634
ENSG00000224864	chr19	20125044	20125484	+	441	0	0	0	0	0	0	0	0	0
ENSG00000267220	chr19	20131894	20151908	-	20015	0	0	0	0	0	0	0	0	0
BNIP3P15	chr19	20136933	20137233	+	301	0	2	1	0	0	0	0	0	0
ZNF486	chr19	20167214	20200488	+	33275	684	692	982	698	756	720	775	780	823
BNIP3P16	chr19	20175013	20177063	-	2051	0	0	0	0	0	0	0	0	0
ENSG00000267771	chr19	20206844	20206954	-	111	0	0	0	0	0	0	0	0	0
ENSG00000279039	chr19	20207192	20209789	-	2598	0	0	0	0	0	0	0	0	0
ENSG00000280079	chr19	20220597	20222186	-	1590	0	0	0	0	0	0	0	0	0
BNIP3P17	chr19	20221869	20222463	+	595	1	1	1	0	3	0	4	0	1
ENSG00000268620	chr19	20249052	20250295	+	1244	0	0	0	0	0	0	0	1	0
ENSG00000213985	chr19	20257720	20259418	+	1699	7	3	4	6	2	6	4	4	5
BNIP3P18	chr19	20267817	20268391	+	575	0	0	0	0	0	0	0	0	0
ENSG00000269274	chr19	20295089	20303794	+	8706	0	0	0	0	0	0	0	0	0
BNIP3P19	chr19	20323992	20324568	-	577	0	0	0	1	0	0	0	0	0
ENSG00000276294	chr19	20330121	20331517	+	1397	0	0	0	0	0	0	0	0	0
ENSG00000291130	chr19	20340262	20424986	-	84725	867	896	1047	788	982	1046	774	649	563
BNIP3P20	chr19	20351502	20352079	+	578	0	0	0	0	0	0	0	0	0
ENSG00000268461	chr19	20389658	20390689	+	1032	0	0	0	0	0	0	0	0	0
ZNF826P	chr19	20397334	20409959	-	12626	0	0	0	0	0	0	0	0	0
MIR1270	chr19	20399272	20399354	-	83	0	0	0	0	0	0	0	0	0
BNIP3P22	chr19	20416514	20417069	+	556	0	0	0	0	0	0	0	0	0
ENSG00000269043	chr19	20432552	20571095	+	138544	8	10	21	6	12	11	12	6	1
BNIP3P23	chr19	20443215	20443725	-	511	0	0	0	0	0	0	0	0	0
ZNF737	chr19	20535825	20565809	-	29985	373	363	694	381	395	386	337	436	377
ENSG00000269110	chr19	20553792	20661583	-	107792	18	13	31	21	16	17	9	3	26
VN1R78P	chr19	20583084	20583647	-	564	0	0	0	0	0	0	0	0	0
ENSG00000268560	chr19	20611559	20615389	+	3831	0	0	0	0	0	0	0	0	0
ZNF626	chr19	20619939	20661596	-	41658	1	0	0	0	0	0	0	2	1
ENSG00000288815	chr19	20636211	20637038	-	828	0	0	0	0	0	0	0	0	0
